job_title;seniority_level;status;company;location;post_date;headquarter;industry;ownership;company_size;revenue;skills;Revenue_numeric;Revenue Status;AVG_Salary
machine learning engineer;midlevel;on-site;company_025;Jersey City, NJ;12 days ago;Teaneck, NJ, US;Technology;Public;309,170;Public;aws, gcp, azure;;Not Reprted (Puplic) ;155267.5
data scientist;senior;Not specified;company_468;Los Alamos, NM;14 days ago;Los Alamos, NM, US;Energy;Education;12,802;Education;git, r, python, sql, machine learning, database, deep learning;;Education company;153673
;midlevel;Not specified;company_470;Austin, TX;4 months ago;Austin, TX, US;Education;Education;16,011;Education;linux, python;;Education company;68505
data scientist;senior;on-site;company_474;Irvine, CA;6 days ago;US;Technology;Private;5,540;Private;amazon, pytorch, aws, python, java, machine learning, deep learning, keras, azure, tensorflow;;Not Reported (Private) ;131412.5
data scientist;senior;remote;company_475;Brisbane, CA;19 days ago;South San Francisco, CA, US;Healthcare;Public;660;Public;pandas, numpy, git, r, python, scikit-learn, machine learning, matplotlib;;Not Reprted (Puplic) ;188154
data scientist;Not Specified;on-site;company_477;Mountain View, California, United States . On-site;5 months ago;Mountain View, CA, US;Technology;Private;310;Private;Not Defined;;Not Reported (Private) ;187241
machine learning engineer;senior;Not specified;company_142;New York, NY . Boston, MA . Los Angeles, CA;a year ago;Cambridge, MA, US;Technology;Private;Private;Private;pytorch, machine learning;;Not Reported (Private) ;200940.5
data scientist;midlevel;hybrid;company_480;Kansas City, KS . Hybrid;a month ago;Kansas City, KS, US;Healthcare;Education;4,104;Education;pytorch, r, python, machine learning, deep learning, tensorflow;;Education company;97734
data scientist;senior;on-site;company_482;Boston, MA . United States;22 days ago;Boston, MA, US;Finance;Private;45,070;Private;deep learning, machine learning;;Not Reported (Private) ;109600
data scientist;senior;hybrid;company_340;San Jose, CA . Hybrid;2 months ago;New York, NY, US;Technology;Private;750;Private;sql, machine learning, r, python;;Not Reported (Private) ;153605.5
data scientist;junior;on-site;company_484;San Diego, CA;7 days ago;San Diego, CA, US;Technology;Private;1,050;Private;sql, machine learning, tableau;;Not Reported (Private) ;95450.5
data scientist;senior;remote;company_485;United States . Fully Remote;14 days ago;Eden Prairie, MN, US;Technology;Private;550;Private;pytorch, scikit-learn, python, java, machine learning, tensorflow;;Not Reported (Private) ;146135.5
data scientist;senior;Not specified;company_486;Bengaluru, Karnataka, India;a month ago;San Jose, CA, US;Technology;Private;1,800;Private;pytorch, aws, python, docker, gcp, kubernetes, azure;;Not Reported (Private) ;19988
data scientist;senior;hybrid;company_313;Toronto, Ontario, Canada . Hybrid;7 days ago;London, GB;Finance;Public;29,480;Public;machine learning, python;;Not Reprted (Puplic) ;73457
data scientist;senior;Not specified;company_488;Boston, MA . ??????, ???????????????, ?????;25 days ago;Boston, MA, US;Healthcare;Public;4,310;Nonprofit;r, python, sql, machine learning, tableau;Nonprofit;Reported;155827
data scientist;junior;hybrid;company_490;Overland Park, KS . Frisco, TX . Bellevue, WA . Hybrid;3 days ago;Bellevue, WA, US;Technology;Public;83,550;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;110517.5
data scientist;midlevel;Not specified;company_268;Singapore, Singapore;2 days ago;Singapore, SG;Finance;Public;30,830;Public;spark, git, python, sql, hadoop;;Not Reprted (Puplic) ;67044
data scientist;lead;hybrid;company_499;Lake Mary, FL . Hybrid;4 days ago;New York, NY, US;Finance;Public;51,750;Public;sql, kubernetes, machine learning, python;;Not Reprted (Puplic) ;109606
data scientist;senior;hybrid;company_500;Vilniaus, Lithuania . Nzalae/ Nzawa locations, Kitui County, Kenya . Hybrid;5 months ago;Miami, FL, US;Technology;Private;75;Private;aws, database, sql, machine learning, gcp, kubernetes, deep learning, azure;;Not Reported (Private) ;7081.5
data scientist;midlevel;on-site;company_503;Brazil, Sao Paulo . On-site;14 days ago;S?o Paulo, SP, BR;Technology;Private;7,070;Private;Not Defined;;Not Reported (Private) ;34295.5
data scientist;senior;Not specified;company_513;Washington, DC;2 days ago;Vienna, VA, US;Technology;Private;90;Private;spark, r, python, sql, machine learning;;Not Reported (Private) ;164400.5
data scientist;Not Specified;remote;company_516;Fully Remote;2 days ago;San Diego, CA, US;Technology;Private;126;Private;Not Defined;;Not Reported (Private) ;134723.5
data scientist;lead;remote;company_517;Fully Remote;7 days ago;Gaithersburg, MD, US;Technology;Private;750;Private;Not Defined;;Not Reported (Private) ;255738
data scientist;senior;Not specified;company_521;San Francisco, CA . Chicago, IL . Seattle, WA . New York, NY;13 days ago;San Francisco, CA, US;Technology;Private;524;Private;pandas, sql, python;;Not Reported (Private) ;134724.5
data scientist;senior;remote;company_523;Alpharetta, GA;3 months ago;Chicago, IL, US;Healthcare;Public;6,470;Public;pandas, numpy, aws, scikit-learn, python, scipy, database, matplotlib;;Not Reprted (Puplic) ;109925.5
data scientist;senior;on-site;company_524;Orlando, FL;4 days ago;Fairfax, VA, US;Technology;Private;8,520;Private;amazon, azure, machine learning;;Not Reported (Private) ;102482
data scientist;senior;Not specified;company_527;Plainsboro, NJ;7 days ago;Bagsv?rd, DK;Healthcare;Public;55,215;Public;deep learning;;Not Reprted (Puplic) ;131088
machine learning engineer;Not Specified;hybrid;company_532;New York, NY . Hybrid;23 days ago;New York, NY, US;Technology;Private;180;Private;Not Defined;;Not Reported (Private) ;200935.5
data scientist;senior;remote;company_540;Fully Remote;8 days ago;San Diego, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;118741
data scientist;lead;hybrid;company_544;Tempe, AZ . Hybrid;20 days ago;Bloomington, IL, US;Finance;Private;55,070;Private;linux, aws, r, python;;Not Reported (Private) ;118736.5
data scientist;senior;on-site;company_545;Indianapolis, IN;15 days ago;Indianapolis, IN, US;Healthcare;Public;35,050;Public;tableau;;Not Reprted (Puplic) ;170659
machine learning engineer;senior;hybrid;company_546;Redwood City, CA . Hybrid;7 days ago;Redwood City, CA, US;Retail;Public;2,010;Public;pytorch, spark, python, scala, sql, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;208740.5
data scientist;senior;hybrid;company_549;Santa Clara, CA . Hybrid;3 months ago;Santa Clara, CA, US;Technology;Private;600;Private;pandas, numpy, pytorch, spark, aws, python, machine learning, gcp, deep learning, azure, matplotlib, tensorflow;;Not Reported (Private) ;239749
data scientist;senior;on-site;company_551;Bengaluru, Karnataka, India;2 months ago;Vancouver, BC, CA;Technology;Private;1,310;Private;powerbi, python, sql, machine learning, deep learning, matplotlib, tableau;;Not Reported (Private) ;15667
data scientist;Not Specified;remote;company_019;Fully Remote;a month ago;Boston, MA, US;Technology;Private;126;Private;Not Defined;;Not Reported (Private) ;155272
data scientist;lead;on-site;company_555;Boston, MA;7 days ago;Boston, MA, US;Finance;Public;3,040;Public;sql, machine learning, r, python;;Not Reprted (Puplic) ;141571
data scientist;senior;hybrid;company_558;Boston, MA . Hybrid;16 hours ago;Boston, MA, US;Finance;Private;60,640;Private;r, python, machine learning, keras, deep learning, tensorflow;;Not Reported (Private) ;134721.5
data scientist;lead;remote;company_155;Raleigh, NC;18 days ago;Chicago, IL, US;Technology;Public;2,570;Public;aws, scikit-learn, python, sql, machine learning, tensorflow;;Not Reprted (Puplic) ;164401.5
data scientist;senior;remote;company_564;Fully Remote;a month ago;Palo Alto, CA, US;Technology;Private;300;Private;Not Defined;;Not Reported (Private) ;180391
data scientist;senior;on-site;company_568;Brooklyn, OH . Cleveland, OH . United States;a month ago;Cleveland, OH, US;Finance;Public;18,030;Public;sql, r, python;;Not Reprted (Puplic) ;121021.5
data scientist;senior;remote;company_572;Fully Remote;3 days ago;San Francisco, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;166685.5
data scientist;midlevel;on-site;company_574;Chicago, IL;5 days ago;CA;Technology;Private;43,933;Private;Not Defined;;Not Reported (Private) ;74894.5
data scientist;senior;on-site;company_577;South San Francisco, CA;4 days ago;South San Francisco, CA, US;Technology;Private;126;Private;pytorch, aws, r, python, docker, scikit-learn, machine learning, gcp, deep learning, azure, matplotlib, tensorflow;;Not Reported (Private) ;166206
data scientist;midlevel;on-site;company_579;Philadelphia, PA;10 months ago;Philadelphia, PA, US;Education;Education;39,879;Education;sql, machine learning, r, python;;Education company;100472
data scientist;lead;on-site;company_412;Minneapolis, MN;a month ago;Minneapolis, MN, US;Finance;Private;1,320;Private;pytorch, aws, python, sql, machine learning, gcp, azure, tensorflow;;Not Reported (Private) ;140478.5
data scientist;senior;hybrid;company_500;Bucharest, Bucharest, Romania . Vilnius, Vilniaus, Lithuania . Estonia . Bulgaria . Poland + 11 More . Hybrid;2 months ago;Miami, FL, US;Technology;Private;75;Private;aws, database, sql, machine learning, gcp, kubernetes, deep learning, azure;;Not Reported (Private) ;7080.5
data scientist;senior;remote;company_587;United States . Fully Remote;14 days ago;Rockville, MD, US;Healthcare;Private;490;Private;pandas, numpy, aws, git, scikit-learn, python, sql, gcp, database, machine learning;;Not Reported (Private) ;100469
machine learning engineer;senior;remote;company_589;Fully Remote;a month ago;Chicago, IL, US;Technology;Public;990;Public;Not Defined;;Not Reprted (Puplic) ;216925
data scientist;senior;hybrid;company_590;San Francisco, California, United States . San Francisco, California, USA . Hybrid;a month ago;Pittsburgh, PA, US;Healthcare;Private;45;Private;Not Defined;;Not Reported (Private) ;182667
data scientist;senior;hybrid;company_591;Chicago, IL . ≈·Ì‰ÊÌ ‘Ìﬂ«€Ê «·Ê·«Ì«  «·„ Õœ… . Hybrid;2 months ago;Chicago, IL, US;Healthcare;Private;420;Private;sql, machine learning, scikit-learn, python;;Not Reported (Private) ;109601
data scientist;senior;hybrid;company_145;Austin, Texas . Hybrid;a day ago;San Jose, CA, US;Technology;Public;2,760;Public;Not Defined;;Not Reprted (Puplic) ;200937
data scientist;senior;on-site;company_596;San Diego, CA;a month ago;San Diego, CA, US;Healthcare;Public;4,040;Public;r, python, scala, sql, gcp;;Not Reprted (Puplic) ;172713.5
data scientist;lead;Not specified;company_598;Salt Lake City Metropolitan Area;7 days ago;Salt Lake City, UT, US;Education;Education;9,030;Education;sql, machine learning, python;;Education company;182667
data scientist;midlevel;Not specified;company_601;Pune, Maharashtra, India;7 days ago;London, GB;Finance;Public;205,350;Public;scikit-learn, python, sql, database, machine learning;;Not Reprted (Puplic) ;30455
data scientist;junior;Not specified;company_603;Queenstown, Central Singapore Community Development Council, Singapore;3 months ago;Singapore, SG;Education;Education;210;Education;tableau, r, python;;Education company;54802
data scientist;midlevel;remote;company_472;Brookfield, WI . Fully Remote;7 days ago;Seattle, WA, US;Healthcare;Private;3,810;Private;aws, r, python, sql, machine learning;;Not Reported (Private) ;98934.5
data scientist;senior;hybrid;company_607;Yonkers, New York, United States . Hybrid;17 hours ago;Yonkers, NY, US;Healthcare;Private;683;Private;Not Defined;;Not Reported (Private) ;127418
data scientist;senior;hybrid;company_608;Berlin, Berlin, Germany . Hybrid;a month ago;Berlin, DE;Technology;Private;8,350;Private;scala, spark, machine learning, python;;Not Reported (Private) ;102845.5
data scientist;lead;hybrid;company_609;Golden Valley, MN . Austin, TX . Hybrid;7 days ago;Austin, TX, US;Technology;Public;4,770;Public;pandas, numpy, pytorch, spark, aws, git, r, python, scikit-learn, sql, machine learning, keras, azure, tensorflow;;Not Reprted (Puplic) ;149286
data scientist;senior;hybrid;company_610;Chicago, IL . Hybrid;5 days ago;Chicago, IL, US;Technology;Private;51,270;Private;git, r, python, sql, machine learning, deep learning;;Not Reported (Private) ;83821
data scientist;senior;remote;company_611;Fully Remote;22 days ago;Denver, CO, US;Technology;Public;2,540;Public;Not Defined;;Not Reprted (Puplic) ;168972.5
data scientist;senior;Not specified;company_614;Ukraine;14 days ago;Austin, TX, US;Technology;Private;10,270;Private;amazon, pytorch, python, machine learning, deep learning, tensorflow;;Not Reported (Private) ;65768
data scientist;lead;remote;company_615;Fully Remote;a month ago;New York, NY, US;Healthcare;Private;180;Private;Not Defined;;Not Reported (Private) ;187236
data scientist;Not Specified;on-site;company_383;Barcelona, Spain . On-site;a month ago;Milano, IT;Technology;Private;3,780;Private;Not Defined;;Not Reported (Private) ;61374
data scientist;Not Specified;hybrid;company_624;Hybrid;a month ago;Paris, IDF, FR;Technology;Private;180;Private;Not Defined;;Not Reported (Private) ;49065
data scientist;senior;remote;company_625;Fully Remote;6 months ago;San Francisco, CA, US;Energy;Private;90;Private;Not Defined;;Not Reported (Private) ;155272
data scientist;midlevel;on-site;company_631;San Francisco, CA;21 days ago;Santa Monica, CA, US;Technology;Public;9,300;Public;spark, aws, python, airflow, sql, gcp, machine learning;;Not Reprted (Puplic) ;186281
data scientist;midlevel;on-site;company_634;Rockville, MD;a month ago;Brentford, GB;Healthcare;Public;106,370;Public;machine learning, r, python;;Not Reprted (Puplic) ;165775.5
data scientist;senior;hybrid;company_423;New York, NY . Hybrid;2 months ago;New York, NY, US;Technology;Private;500;Private;Not Defined;;Not Reported (Private) ;114169.5
data scientist;lead;on-site;company_057;Seattle, WA;7 days ago;Seattle, WA, US;Retail;Public;157,150;Public;python, sql, machine learning, azure, tableau;;Not Reprted (Puplic) ;120567
data scientist;senior;remote;company_638;United States;7 days ago;Chicago, IL, US;Technology;Private;960;Private;spark, aws, git, r, python, powerbi, scala, java, sql, machine learning, gcp, hadoop, azure, matplotlib, tableau;;Not Reported (Private) ;114166.5
data scientist;lead;on-site;company_640;United States;14 days ago;Coraopolis, PA, US;Retail;Public;50,040;Public;pytorch, spark, python, machine learning, deep learning, azure, tensorflow;;Not Reprted (Puplic) ;86958
data scientist;senior;remote;company_642;Fully Remote;2 days ago;Boston, MA, US;Healthcare;Private;360;Private;Not Defined;;Not Reported (Private) ;127872.5
data scientist;senior;hybrid;company_643;Minneapolis, MN . Hybrid;7 days ago;Sugar Land, TX, US;Healthcare;Private;751;Private;sql, machine learning, r, python;;Not Reported (Private) ;103871
data scientist;Not Specified;hybrid;company_645;Hybrid;a year ago;Berkeley, CA, US;Technology;Private;180;Private;Not Defined;;Not Reported (Private) ;155269.5
data scientist;senior;remote;company_647;India, Bengaluru . Fully Remote;5 days ago;London, GB;Technology;Private;900;Private;Not Defined;;Not Reported (Private) ;39026
machine learning engineer;senior;on-site;company_653;Colorado Springs, CO;14 days ago;Huntsville, AL, US;Technology;Private;1,040;Private;pytorch, scikit-learn, machine learning, tensorflow;;Not Reported (Private) ;118741.5
data scientist;senior;hybrid;company_654;San Francisco, CA . Hybrid;21 days ago;San Francisco, CA, US;Technology;Private;780;Private;Not Defined;;Not Reported (Private) ;171251.5
data scientist;senior;Not specified;company_254;Chicago, IL;7 days ago;South Bend, IN, US;Healthcare;Public;2,540;Public;powerbi, r, python, sql, database, hadoop, tableau;;Not Reprted (Puplic) ;75358.5
data scientist;senior;on-site;company_662;On-site;13 days ago;Redwood City, CA, US;Technology;Private;600;Private;Not Defined;;Not Reported (Private) ;147968
data scientist;Not Specified;hybrid;company_645;Hybrid;3 years ago;Berkeley, CA, US;Technology;Private;180;Private;Not Defined;;Not Reported (Private) ;155271.5
data scientist;Not Specified;on-site;company_665;South San Francisco, California, United States . On-site;2 months ago;San Francisco, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;171251.5
data scientist;senior;Not specified;company_666;Singapore, Singapore;a month ago;SG;Technology;Education;6,040;Education;database;;Education company;80624
data scientist;lead;on-site;company_668;Sacramento, California, United States . Jacksonville, Florida, United States . Austin, Texas, United States . Mexico City, Mexico . Ottawa, Ontario, Canada + 17 More . On-site;2 months ago;San Francisco, CA, US;Technology;Private;420;Private;Not Defined;;Not Reported (Private) ;218288
data scientist;Not Specified;on-site;company_670;Annapolis Junction, Maryland, United States . On-site;7 days ago;Herndon, VA, US;Technology;Private;57;Private;Not Defined;;Not Reported (Private) ;155269
data scientist;senior;remote;company_675;Fully Remote;2 months ago;El Segundo, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;162124
data scientist;senior;hybrid;company_216;United States . Hybrid;4 days ago;Boston, MA, US;Technology;Public;3,050;Public;pytorch, aws, scikit-learn, python, sql, machine learning, deep learning, tensorflow;;Not Reprted (Puplic) ;169882
data scientist;senior;Not specified;company_678;Fort Huachuca, AZ . Fort Huachuca, Arizona, United States;22 days ago;Herndon, VA, US;Technology;Private;5,060;Private;Not Defined;;Not Reported (Private) ;78553.5
data scientist;senior;on-site;company_680;Richmond, VA;8 days ago;Plano, TX, US;Technology;Private;2,300;Private;git, r, python, sql, machine learning;;Not Reported (Private) ;100467
data scientist;senior;Not specified;company_678;Ashburn, VA;21 days ago;Herndon, VA, US;Technology;Private;5,030;Private;spark, aws, r, python, scala, java, sql, machine learning, hadoop, azure, tableau;;Not Reported (Private) ;209159.5
data scientist;lead;Not specified;company_685;New York, NY;6 months ago;New York, NY, US;Technology;Private;2,060;Private;spark, aws, python, sql, machine learning;;Not Reported (Private) ;102480.5
data scientist;senior;on-site;company_689;Greater Milwaukee;8 days ago;Green Bay, WI, US;Retail;Public;4,760;Public;spark, aws, r, python, scala, sql, machine learning, gcp, deep learning, hadoop, azure, tableau;;Not Reprted (Puplic) ;127721.5
data scientist;lead;Not specified;company_488;Boston, MA;23 days ago;Boston, MA, US;Healthcare;Public;4,270;Nonprofit;r, python, sql, machine learning, tableau;Nonprofit;Reported;166226.5
data scientist;senior;hybrid;company_690;Maplewood, MN . Hybrid;7 days ago;Maplewood, MN, US;Healthcare;Public;22,030;Public;machine learning, r, python;;Not Reprted (Puplic) ;162659
data scientist;senior;Not specified;company_694;San Francisco, CA;2 days ago;San Francisco, CA, US;Finance;Private;90;Private;amazon, machine learning;;Not Reported (Private) ;232902
data scientist;senior;hybrid;company_697;Austin, TX . Hybrid;14 days ago;Austin, TX, US;Technology;Private;330;Private;pandas, numpy, aws, r, python, scikit-learn, airflow, sql, machine learning, gcp, azure, matplotlib, tableau;;Not Reported (Private) ;127872.5
data scientist;senior;hybrid;company_521;San Francisco, CA . Hybrid;4 days ago;San Francisco, CA, US;Technology;Private;524;Private;sql, machine learning, python;;Not Reported (Private) ;173541
data scientist;junior;remote;company_702;Dallas, TX;14 days ago;Dallas, TX, US;Healthcare;Public;2,840;Nonprofit;machine learning, r, python;Nonprofit;Reported;43700
data scientist;lead;Not specified;company_704;Elsbethen, Salzburg, Austria;7 days ago;Fuschl am See, AT;Energy;Private;13,070;Private;sql, git, r, python;;Not Reported (Private) ;29498
data scientist;Not Specified;on-site;company_705;San Francisco, CA . On-site;13 days ago;San Francisco, CA, US;Technology;Private;90;Private;Not Defined;;Not Reported (Private) ;153447.5
data scientist;lead;hybrid;company_706;Los Angeles, CA . Hybrid;a month ago;Los Angeles, CA, US;Technology;Private;150;Private;Not Defined;;Not Reported (Private) ;148424.5
data scientist;Not Specified;hybrid;company_708;Hybrid;5 months ago;San Francisco, CA, US;Technology;Private;45;Private;Not Defined;;Not Reported (Private) ;137005.5
data scientist;senior;hybrid;company_709;Chicago, Illinois, United States . Hybrid;7 days ago;Buffalo Grove, IL, US;Manufacturing;Private;420;Private;Not Defined;;Not Reported (Private) ;156187
data scientist;senior;remote;company_714;Fully Remote;20 days ago;Ann Arbor, MI, US;Technology;Private;210;Private;Not Defined;;Not Reported (Private) ;200936
data scientist;lead;remote;company_718;Detroit, MI;a day ago;Columbus, OH, US;Finance;Public;26,010;Public;aws, r, python, scikit-learn, sql, machine learning, database, deep learning, tensorflow;;Not Reprted (Puplic) ;90424
data scientist;junior;on-site;company_723;Miami, FL;14 days ago;Chicago, IL, US;Finance;Private;3,790;Private;pandas, spark, r, python, scikit-learn, sql, gcp, machine learning, tensorflow, tableau;;Not Reported (Private) ;182667
data scientist;lead;Not specified;company_727;New York County, NY;14 days ago;Chicago, IL, US;Retail;Private;14,460;Private;Not Defined;;Not Reported (Private) ;100473
data scientist;lead;hybrid;company_728;Los Angeles, CA . Hybrid;a month ago;Los Angeles, CA, US;Technology;Private;150;Private;Not Defined;;Not Reported (Private) ;237468
data scientist;senior;on-site;company_737;United States;a month ago;San Francisco, CA, US;Technology;Public;1,780;Public;pytorch, aws, r, python, sql, machine learning, database, deep learning, tensorflow;;Not Reprted (Puplic) ;114170
data scientist;senior;Not specified;company_738;Boston, MA;14 days ago;San Francisco, CA, US;Finance;Private;700;Private;amazon, spark, git, r, python, linux, java, sql, machine learning, database, azure;;Not Reported (Private) ;197509.5
data scientist;senior;hybrid;company_742;New York, NY . Hybrid;15 days ago;New York, NY, US;Retail;Public;1,800;Public;amazon, r, python, sql, machine learning;;Not Reprted (Puplic) ;70784.5
data scientist;senior;on-site;company_744;Lake Oswego, OR . Portland, OR . Hillsboro, OR;2 months ago;Roseburg, OR, US;Finance;Public;3,780;Public;aws, r, python, sql, machine learning, azure;;Not Reprted (Puplic) ;116052
data scientist;midlevel;on-site;company_745;San Francisco Bay Area . On-site;5 days ago;San Francisco, CA, US;Technology;Private;300;Private;pandas, numpy, pytorch, aws, scikit-learn, python, tensorflow;;Not Reported (Private) ;109147.5
data scientist;senior;on-site;company_746;United States;25 days ago;Omaha, NE, US;Technology;Private;90;Private;sql, machine learning, r, python;;Not Reported (Private) ;105039.5
data scientist;Not Specified;Not specified;company_754;Alameda, CA;2 months ago;Alameda, CA, US;Healthcare;Public;2,320;Public;Not Defined;;Not Reprted (Puplic) ;50348.5
data scientist;senior;remote;company_757;United States . Fully Remote;14 days ago;Miami, FL, US;Finance;Private;226;Private;sql, python;;Not Reported (Private) ;175823.5
data scientist;senior;on-site;company_759;United States;a month ago;Reston, VA, US;Technology;Public;34,020;Public;pandas, pytorch, aws, r, python, linux, java, machine learning, gcp, deep learning, azure, tensorflow;;Not Reprted (Puplic) ;164406
data scientist;senior;Not specified;company_762;Grand Rapids, MI;a month ago;Grand Rapids, MI, US;Retail;Private;70,060;Private;pandas, numpy, pytorch, r, python, sql, machine learning, azure, tensorflow;;Not Reported (Private) ;115541
data scientist;senior;Not specified;company_763;Ahmedabad, Gujarat, India . Bengaluru, Karnataka, India;7 days ago;New York, NY, US;Technology;Public;26,670;Public;pytorch, deep learning, machine learning, python;;Not Reprted (Puplic) ;18675
data scientist;senior;on-site;company_555;New York, NY;10 days ago;Boston, MA, US;Finance;Public;3,060;Public;kubernetes, machine learning, python;;Not Reprted (Puplic) ;141570
machine learning engineer;Not Specified;hybrid;company_770;Hybrid;12 days ago;San Francisco, CA, US;Energy;Private;1,910;Private;Not Defined;;Not Reported (Private) ;123307
data scientist;senior;hybrid;company_145;New York, New York . Hybrid;a day ago;San Jose, CA, US;Technology;Public;2,760;Public;Not Defined;;Not Reprted (Puplic) ;176279
data scientist;senior;on-site;company_774;Fredericksburg, VA . Richmond, VA . San Francisco, CA . Seattle, WA;4 days ago;Chevy Chase, MD, US;Technology;Private;25,090;Private;powerbi, r, python, java, sql, machine learning, tableau;;Not Reported (Private) ;155268.5
data scientist;senior;Not specified;company_780;Los Angeles, CA;5 days ago;Los Angeles, CA, US;Healthcare;Private;5,674;Private;pandas, git, r, python, keras, machine learning;;Not Reported (Private) ;129408
data scientist;senior;Not specified;company_781;Charlotte, NC . Charlotte, North Carolina, United States;a month ago;Stamford, CT, US;Technology;Public;96,050;Public;machine learning, r, python;;Not Reprted (Puplic) ;95902
data scientist;senior;hybrid;company_782;Munich, Germany . Hybrid;7 months ago;OH, US;Manufacturing;Private;300;Private;Not Defined;;Not Reported (Private) ;67506.5
data scientist;senior;hybrid;company_785;United States . Hybrid;14 days ago;Birmingham, AL, US;Technology;Private;5,780;Private;pytorch, spark, scikit-learn, python, sql, machine learning, tensorflow;;Not Reported (Private) ;168969
data scientist;senior;hybrid;company_786;Seattle, WA . Hybrid;18 days ago;Seattle, WA, US;Retail;Public;74,020;Public;aws, python, scala, java, gcp, machine learning;;Not Reprted (Puplic) ;209611.5
data scientist;senior;on-site;company_793;Pittsburgh, PA;2 months ago;Pittsburgh, PA, US;Education;Education;12,609;Education;machine learning;;Education company;74793
data scientist;senior;on-site;company_795;Calgary, Alberta, Canada . Canada, Moyen-Chari, Chad . Greater Calgary Metropolitan Area;2 months ago;Herndon, VA, US;Technology;Private;3,550;Private;scikit-learn, python;;Not Reported (Private) ;52067
data scientist;senior;on-site;company_796;Augusta, GA;a month ago;Columbia, MD, US;Technology;Private;150;Private;machine learning, python;;Not Reported (Private) ;63670.5
data scientist;senior;on-site;company_797;Toronto, Ontario, Canada;a month ago;Toronto, ON, CA;Retail;Public;20,600;Public;git, python, airflow, sql, machine learning, hadoop, azure;;Not Reprted (Puplic) ;59210
data scientist;senior;Not specified;company_800;New York, United States;7 days ago;New York, NY, US;Technology;Public;10,040;Public;spark, aws, git, python, docker, airflow, sql, machine learning, tableau;;Not Reprted (Puplic) ;86976
data scientist;senior;Not specified;company_804;Houston, TX . Houston, Texas, Statele Unite Ale Americii . Houston, Texas, USA;a month ago;Bedford, MA, US;Technology;Public;2,550;Public;deep learning, machine learning, python;;Not Reprted (Puplic) ;118733
data scientist;senior;hybrid;company_807;Chicago, IL . Hybrid;7 days ago;Chicago, IL, US;Healthcare;Public;1,570;Nonprofit;r, python, java, sql, machine learning, database, deep learning, tableau;Nonprofit;Reported;88796
data scientist;senior;on-site;company_226;Henrietta, NY;3 months ago;Rochester, NY, US;Education;Education;9,260;Education;machine learning;;Education company;80149
data scientist;midlevel;on-site;company_796;Denver, CO;a month ago;Columbia, MD, US;Technology;Private;150;Private;machine learning, python;;Not Reported (Private) ;89501.5
data scientist;senior;hybrid;company_662;Hybrid;13 days ago;Redwood City, CA, US;Technology;Private;600;Private;Not Defined;;Not Reported (Private) ;195456
data scientist;Not Specified;on-site;company_445;On-site;14 days ago;Ventura, CA, US;Technology;Public;2,270;Public;Not Defined;;Not Reprted (Puplic) ;133537
data scientist;lead;hybrid;company_814;Chicago, IL . Hybrid;9 days ago;Austin, TX, US;Logistics;Private;1,260;Private;Not Defined;;Not Reported (Private) ;228339.5
data scientist;senior;on-site;company_816;San Francisco, CA;4 days ago;San Francisco, CA, US;Retail;Public;117,030;Public;aws, python, machine learning, azure, deep learning, tableau;;Not Reprted (Puplic) ;153276.5
data scientist;senior;hybrid;company_817;United States . Hybrid;7 days ago;New York, NY, US;Education;Education;3,510;Education;pandas, aws, r, python, scikit-learn, sql, machine learning, gcp, azure;;Education company;142939.5
data scientist;junior;Not specified;company_819;San Diego, CA;6 days ago;San Diego, CA, US;Finance;Public;600;Nonprofit;pandas, numpy, pytorch, aws, r, python, scikit-learn, sql, machine learning, gcp, deep learning, azure, tensorflow, tableau;Nonprofit;Reported;100471
data scientist;senior;hybrid;company_706;Los Angeles, CA . Hybrid;a month ago;Los Angeles, CA, US;Technology;Private;150;Private;Not Defined;;Not Reported (Private) ;173535.5
data scientist;senior;Not specified;company_738;Chicago, IL;14 days ago;San Francisco, CA, US;Finance;Private;700;Private;amazon, spark, git, r, python, linux, java, sql, machine learning, database, azure;;Not Reported (Private) ;197511.5
data scientist;senior;remote;company_825;Remote - US . San Diego, California, United States . Fully Remote;14 days ago;San Diego, CA, US;Technology;Private;210;Private;Not Defined;;Not Reported (Private) ;187237
data scientist;senior;remote;company_832;Torrance, CA;7 days ago;Renton, WA, US;Healthcare;Public;120,010;Nonprofit;r, python, scala, sql, machine learning, database, azure, tableau;Nonprofit;Reported;159835
data scientist;lead;Not specified;company_047;Visakhapatnam Rural mandal, India;7 days ago;Bengaluru, KA, IN;Technology;Public;222,040;Ä24.46B;deep learning, machine learning;24.46;Reported;10053
data scientist;senior;hybrid;company_833;Canada . Vancouver, BC, Canada . Hybrid;a month ago;Vancouver, BC, CA;Technology;Private;98;Private;Not Defined;;Not Reported (Private) ;137007
machine learning engineer;senior;on-site;company_065;Toronto, Ontario, Canada;a month ago;Cherry Hill, NJ, US;Technology;Private;26,030;Private;pytorch, spark, aws, database, sql, machine learning, deep learning, azure, tensorflow;;Not Reported (Private) ;155274.5
